Name,SMILES_x,DDPD-ID,Drug-Name,Molecular-Weight,Molecular-Formula,data_source
argatroban,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NCC(C)C2,DDPD00278,Argatroban,508.64,C23H36N6O5S,original
aripiprazole,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,DDPD01238,Aripiprazole,448.385,C23H27Cl2N3O2,original
aripiprazole lauroxil,CCCCCCCCCCCC(=O)OCN1C(=O)CCC2=CC=C(OCCCCN3CCN(CC3)C3=C(Cl)C(Cl)=CC=C3)C=C12,DDPD14185,Aripiprazole lauroxil,660.72,C36H51Cl2N3O4,original
armodafinil,NC(=O)C[S@@](=O)C(C1=CC=CC=C1)C1=CC=CC=C1,DDPD06413,Armodafinil,273.35,C15H15NO2S,original
arsenic trioxide,O=[As]O[As]=O,DDPD01169,Arsenic trioxide,197.84,As2O3,original
artemether,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](OC)[C@@H]2C)O4,DDPD06697,Artemether,298.3746,C16H26O5,original
artemotil,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](OCC)[C@@H]2C)O4,,,312.4,C17H28O5,PubChem
artenimol,[H][C@@]1(C)CC[C@@]2([H])[C@@]([H])(C)C([H])(O)O[C@]3([H])O[C@@]4(C)CC[C@]1([H])[C@@]23OO4,,,284.35,C15H24O5,PubChem
artesunate,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@@H](OC(=O)CCC(O)=O)[C@@H]2C)O4,DDPD09274,Artesunate,384.425,C19H28O8,original
articaine,CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC,DDPD09009,Articaine,284.374,C13H20N2O3S,original
arzoxifene,COC1=CC=C(C=C1)C1=C(OC2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2,,,475.6,C28H29NO4S,PubChem
asciminib,O[C@@H]1CCN(C1)C1=C(C=C(C=N1)C(=O)NC1=CC=C(OC(F)(F)Cl)C=C1)C1=CC=NN1,,,449.8,C20H18ClF2N5O3,PubChem
ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,DDPD00126,Ascorbic acid,176.1241,C6H8O6,original
asenapine,CN1CC2C(C1)C1=C(OC3=CC=C(Cl)C=C23)C=CC=C1,DDPD06216,Asenapine,401.84,C21H20ClNO5,original
asparagine,N[C@@H](CC(N)=O)C(O)=O,DDPD00174,Asparagine,132.1179,C4H8N2O3,original
aspartic acid,N[C@@H](CC(O)=O)C(O)=O,DDPD00128,Aspartic acid,133.1027,C4H7NO4,original
astemizole,COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1,DDPD00637,Astemizole,458.5703,C28H31FN4O,original
asunaprevir,COC1=CN=C(O[C@@H]2C[C@H](N(C2)C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)N[C@@]2(C[C@H]2C=C)C(=O)NS(=O)(=O)C2CC2)C2=C1C=CC(Cl)=C2,DDPD11586,Asunaprevir,748.286,C35H46ClN5O9S,original
ataluren,OC(=O)C1=CC=CC(=C1)C1=NOC(=N1)C1=CC=CC=C1F,DDPD05016,Ataluren,284.242,C15H9FN2O3,original
atazanavir,COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=CC=CC=N1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,DDPD01072,Atazanavir,704.8555,C38H52N6O7,original
atenolol,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,DDPD00335,Atenolol,266.3361,C14H22N2O3,original
atogepant,C[C@@H]1[C@@H](C[C@H](NC(=O)C2=CN=C3C[C@]4(CC3=C2)C(=O)NC2=C4C=CC=N2)C(=O)N1CC(F)(F)F)C1=C(F)C(F)=CC=C1F,,,603.5,C29H23F6N5O3,PubChem
atomoxetine,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,DDPD00289,Atomoxetine,255.3547,C17H21NO,original
atorvastatin,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,DDPD01076,Atorvastatin,558.6398,C33H35FN2O5,original
atosiban,[H][C@]1(NC(=O)[C@@]([H])(NC(=O)[C@@H](CC2=CC=C(OCC)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)[C@@H](C)CC)[C@@H](C)O,DDPD09059,Atosiban,994.19,C43H67N11O12S2,original
atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,DDPD01117,Atovaquone,366.837,C22H19ClO3,original
atracurium besylate,[O-]S(=O)(=O)C1=CC=CC=C1.[O-]S(=O)(=O)C1=CC=CC=C1.COC1=CC2=C(C=C1OC)C(CC1=CC(OC)=C(OC)C=C1)[N+](C)(CCC(=O)OCCCCCOC(=O)CC[N+]1(C)CCC3=C(C=C(OC)C(OC)=C3)C1CC1=CC(OC)=C(OC)C=C1)CC2,DDPD00732,Atracurium besylate,1243.49,C65H82N2O18S2,original
atropine,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,DDPD00572,Atropine,289.3694,C17H23NO3,original
attapulgite,[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Mg++].[Al+3].[Si+4].[Si+4].[Si+4].[Si+4].[O-][H].[H]O[H].[H]O[H].[H]O[H].[H]O[H],,,,,original
auranofin,CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,DDPD00995,Auranofin,678.48,C20H34AuO9PS,original
aurothioglucose,OC[C@H]1O[C@H](S[Au])[C@H](O)[C@@H](O)[C@@H]1O,DDPD09121,Aurothioglucose,392.18,C6H11AuO5S,original
avacopan,CC1=CC=C(NC(=O)[C@H]2CCCN([C@H]2C2=CC=C(NC3CCCC3)C=C2)C(=O)C2=C(F)C=CC=C2C)C=C1C(F)(F)F,,,581.6,C33H35F4N3O2,PubChem
avanafil,COC1=C(Cl)C=C(CNC2=C(C=NC(=N2)N2CCC[C@H]2CO)C(=O)NCC2=NC=CC=N2)C=C1,DDPD06237,Avanafil,483.951,C23H26ClN7O3,original
avapritinib,CN1C=C(C=N1)C1=CN2N=CN=C(N3CCN(CC3)C3=NC=C(C=N3)[C@@](C)(N)C3=CC=C(F)C=C3)C2=C1,DDPD15233,Avapritinib,498.57,C26H27FN10,original
avatrombopag,OC(=O)C1CCN(CC1)C1=C(Cl)C=C(C=N1)C(=O)NC1=NC(C2=CC(Cl)=CS2)=C(S1)N1CCN(CC1)C1CCCCC1,DDPD11995,Avatrombopag,649.65,C29H34Cl2N6O3S2,original
avibactam,NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(O)(=O)=O,DDPD09060,Avibactam,265.24,C7H11N3O6S,original
avobenzone,COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C,,,310.4,C20H22O3,PubChem
axitinib,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,DDPD06626,Axitinib,386.47,C22H18N4OS,original
azacitidine,NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,DDPD00928,Azacitidine,244.2047,C8H12N4O5,original
azatadine,CN1CCC(CC1)=C1C2=CC=CC=C2CCC2=C1N=CC=C2,DDPD00719,Azatadine,290.4021,C20H22N2,original
azathioprine,CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O,DDPD00993,Azathioprine,277.263,C9H7N7O2S,original
azelaic acid,OC(=O)CCCCCCCC(O)=O,DDPD00548,Azelaic acid,188.2209,C9H16O4,original
azelastine,CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,DDPD00972,Azelastine,381.898,C22H24ClN3O,original
azilsartan medoxomil,CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NOC(=O)N1)C(=CC=C2)C(=O)OCC1=C(C)OC(=O)O1,DDPD08822,Azilsartan medoxomil,568.5336,C30H24N4O8,original
azithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,DDPD00207,Azithromycin,748.9845,C38H72N2O12,original
azlocillin,[H][C@](NC(=O)N1CCNC1=O)(C(=O)N[C@@H]1C(=O)N2[C@@H](C(O)=O)C(C)(C)S[C@]12[H])C1=CC=CC=C1,DDPD01061,Azlocillin,461.492,C20H23N5O6S,original
aztreonam,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O,DDPD00355,Aztreonam,435.433,C13H17N5O8S2,original
bacampicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OC(C)OC(=O)OCC,DDPD01602,Bacampicillin,465.52,C21H27N3O7S,original
bacitracin,CC[C@H](C)[C@H](N)C1=N[C@@H](CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]1CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](CC2=CNC=N2)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC1=O)[C@@H](C)CC,DDPD00626,Bacitracin,1422.693,C66H103N17O16S,original
baclofen,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,DDPD00181,Baclofen,213.661,C10H12ClNO2,original
baloxavir marboxil,[H][C@@]12COCCN1C(=O)C1=C(OCOC(=O)OC)C(=O)C=CN1N2[C@H]1C2=CC=C(F)C(F)=C2CSC2=CC=CC=C12,DDPD13997,Baloxavir marboxil,571.55,C27H23F2N3O7S,original
balsalazide,OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O,DDPD01014,Balsalazide,357.3175,C17H15N3O6,original
baricitinib,CCS(=O)(=O)N1CC(CC#N)(C1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,DDPD11817,Baricitinib,371.42,C16H17N7O2S,original
barium sulfate,[Ba++].[O-]S([O-])(=O)=O,DDPD11150,Barium sulfate,233.39,BaO4S,original
bazedoxifene,CC1=C(N(CC2=CC=C(OCCN3CCCCCC3)C=C2)C2=C1C=C(O)C=C2)C1=CC=C(O)C=C1,DDPD06401,Bazedoxifene,470.613,C30H34N2O3,original
beclomethasone dipropionate,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DDPD00394,Beclomethasone dipropionate,521.042,C28H37ClO7,original
bedaquiline,COC1=NC2=C(C=C(Br)C=C2)C=C1[C@@H](C1=CC=CC=C1)[C@@](O)(CCN(C)C)C1=CC=CC2=C1C=CC=C2,DDPD08903,Bedaquiline,555.505,C32H31BrN2O2,original
belinostat,ONC(=O)\C=C\C1=CC=CC(=C1)S(=O)(=O)NC1=CC=CC=C1,DDPD05015,Belinostat,318.35,C15H14N2O4S,original
belumosudil,CC(C)NC(=O)COC1=CC=CC(=C1)C1=NC2=C(C=CC=C2)C(NC2=CC=C3NN=CC3=C2)=N1,,,452.5,C26H24N6O2,PubChem
belzutifan,CS(=O)(=O)C1=CC=C(OC2=CC(=CC(F)=C2)C#N)C2=C1[C@H](O)[C@H](F)[C@@H]2F,,,383.3,C17H12F3NO4S,PubChem
bemotrizinol,CCCCC(CC)COC1=CC(O)=C(C=C1)C1=NC(=NC(=N1)C1=CC=C(OC)C=C1)C1=C(O)C=C(OCC(CC)CCCC)C=C1,DDPD11206,Bemotrizinol,627.826,C38H49N3O5,original
bempedoic acid,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(O)=O)C(O)=O,DDPD11936,Bempedoic acid,344.492,C19H36O5,original
benazepril,[H][C@@]1(CCC2=CC=CC=C2N(CC(O)=O)C1=O)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC,DDPD00542,Benazepril,424.4895,C24H28N2O5,original
bendamustine,CN1C(CCCC(O)=O)=NC2=CC(=CC=C12)N(CCCl)CCCl,DDPD06769,Bendamustine,358.263,C16H21Cl2N3O2,original
bendazac,OC(=O)COC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12,DDPD13501,Bendazac,282.299,C16H14N2O3,original
bendroflumethiazide,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F,DDPD00436,Bendroflumethiazide,421.415,C15H14F3N3O4S2,original
benfotiamine,C\C(N(CC1=CN=C(C)N=C1N)C=O)=C(/CCOP(O)(O)=O)SC(=O)C1=CC=CC=C1,,,466.4,C19H23N4O6PS,PubChem
benorilate,CC(=O)NC1=CC=C(OC(=O)C2=CC=CC=C2OC(C)=O)C=C1,,,313.30,C17H15NO5,PubChem
benoxaprofen,CC(C(O)=O)C1=CC2=C(OC(=N2)C2=CC=C(Cl)C=C2)C=C1,DDPD04812,Benoxaprofen,301.724,C16H12ClNO3,original
benperidol,OC1=NC2=CC=CC=C2N1C1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,DDPD12867,Benperidol,381.451,C22H24FN3O2,original
benserazide,NC(CO)C(=O)NNCC1=C(O)C(O)=C(O)C=C1,DDPD12783,Benserazide,257.246,C10H15N3O5,original
benzatropine,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,DDPD00245,Benzatropine,307.4293,C21H25NO,original
benzethonium,CC(C)(C)CC(C)(C)C1=CC=C(OCCOCC[N+](C)(C)CC2=CC=CC=C2)C=C1,DDPD11125,Benzethonium,412.637,C27H42NO2,original
benzhydrocodone,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CC=C2OC(=O)C1=CC=CC=C1,DDPD15465,Benzhydrocodone,403.478,C25H25NO4,original
benziodarone,CCC1=C(C(=O)C2=CC(I)=C(O)C(I)=C2)C2=CC=CC=C2O1,,,518.08,C17H12I2O3,PubChem
benznidazole,[O-][N+](=O)C1=NC=CN1CC(=O)NCC1=CC=CC=C1,DDPD11989,Benznidazole,260.253,C12H12N4O3,original
benzocaine,CCOC(=O)C1=CC=C(N)C=C1,DDPD01086,Benzocaine,165.1891,C9H11NO2,original
benzoic acid,OC(=O)C1=CC=CC=C1,DDPD03793,Benzoic acid,122.123,C7H6O2,original
benzoin,OC(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,DDPD14020,Benzoin,212.2439,C14H12O2,original
benzonatate,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,DDPD00868,Benzonatate,603.7419,C30H53NO11,original
benzoyl peroxide,O=C(OOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,DDPD09096,Benzoyl peroxide,242.2268,C14H10O4,original
benzphetamine,C[C@@H](CC1=CC=CC=C1)N(C)CC1=CC=CC=C1,DDPD00865,Benzphetamine,239.3553,C17H21N,original
benzthiazide,NS(=O)(=O)C1=CC2=C(C=C1Cl)N=C(CSCC1=CC=CC=C1)NS2(=O)=O,DDPD00562,Benzthiazide,431.937,C15H14ClN3O4S3,original
benzydamine,CN(C)CCCOC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12,DDPD09084,Benzydamine,309.413,C19H23N3O,original
benzyl alcohol,OCC1=CC=CC=C1,DDPD06770,Benzyl alcohol,108.1378,C7H8O,original
benzyl benzoate,O=C(OCC1=CC=CC=C1)C1=CC=CC=C1,DDPD00676,Benzyl benzoate,212.2439,C14H12O2,original
benzylparaben,OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,,,228.24,C14H12O3,PubChem
benzylpenicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O,DDPD01053,Benzylpenicillin,334.39,C16H18N2O4S,original
bepotastine,OC(=O)CCCN1CCC(CC1)OC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,DDPD04890,Bepotastine,388.888,C21H25ClN2O3,original
bepridil,CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1,DDPD01244,Bepridil,366.5396,C24H34N2O,original
berberine,COC1=CC=C2C=C3C4=CC5=C(OCO5)C=C4CC[N+]3=CC2=C1OC,DDPD04115,Berberine,336.3612,C20H18NO4,original
berotralstat,NCC1=CC(=CC=C1)N1N=C(C=C1C(=O)NC1=CC(=CC=C1F)[C@H](NCC1CC1)C1=CC=CC(=C1)C#N)C(F)(F)F,,,562.6,C30H26F4N6O,PubChem
besifloxacin,N[C@@H]1CCCCN(C1)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1Cl)C(O)=O,DDPD06771,Besifloxacin,393.84,C19H21ClFN3O3,original
beta carotene,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C,DDPD06755,Beta carotene,536.888,C40H56,original
betahistine,CNCCC1=CC=CC=N1,DDPD06698,Betahistine,136.1943,C8H12N2,original
betaine,C[N+](C)(C)CC([O-])=O,,,117.15,C5H11NO2,PubChem
betamethasone,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DDPD00443,Betamethasone,392.4611,C22H29FO5,original
betamethasone phosphate,[H][C@@]12C[C@H](C)[C@](O)(C(=O)COP(O)(O)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DDPD14669,Betamethasone phosphate,472.446,C22H30FO8P,original
betaxolol,CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1,DDPD00195,Betaxolol,307.4278,C18H29NO3,original
betazole,NCCC1=CC=NN1,DDPD00272,Betazole,111.1451,C5H9N3,original
bethanechol,CC(C[N+](C)(C)C)OC(N)=O,DDPD01019,Bethanechol,161.2221,C7H17N2O2,original
bethanidine,CN\C(NCC1=CC=CC=C1)=N/C,DDPD00217,Bethanidine,177.2462,C10H15N3,original
betiatide,OC(=O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)C1=CC=CC=C1,,,367.4,C15H17N3O6S,PubChem
betrixaban,COC1=CC=C(NC(=O)C2=CC=C(C=C2)C(=N)N(C)C)C(=C1)C(=O)NC1=CC=C(Cl)C=N1,DDPD12364,Betrixaban,451.91,C23H22ClN5O3,original
betulinic acid,[H]OC(=O)[C@]12CC[C@@]([H])(C(C)=C)[C@]1([H])[C@@]1([H])CC[C@]3([H])[C@@]4(C)CC[C@]([H])(O[H])C(C)(C)[C@]4([H])CC[C@@]3(C)[C@]1(C)CC2,,,456.7,C30H48O3,PubChem
bexarotene,CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C,DDPD00307,Bexarotene,348.4779,C24H28O2,original
bezafibrate,CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O,DDPD01393,Bezafibrate,361.819,C19H20ClNO4,original
bicalutamide,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,DDPD01128,Bicalutamide,430.373,C18H14F4N2O4S,original
bicisate,CCOC(=O)[C@H](CS)NCCN[C@@H](CS)C(=O)OCC,DDPD11164,Bicisate,324.45,C12H24N2O4S2,original
bictegravir,OC1=C2N(C[C@H]3O[C@@H]4CC[C@@H](C4)N3C2=O)C=C(C(=O)NCC2=C(F)C=C(F)C=C2F)C1=O,DDPD11799,Bictegravir,449.386,C21H18F3N3O5,original
bifonazole,C1=CN(C=N1)C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1,DDPD04794,Bifonazole,310.3917,C22H18N2,original
biguanide,NC(=N)NC(N)=N,,,101.11,C2H7N5,PubChem
bilastine,CCOCCN1C(=NC2=CC=CC=C12)C1CCN(CCC2=CC=C(C=C2)C(C)(C)C(O)=O)CC1,DDPD11591,Bilastine,463.622,C28H37N3O3,original
bimatoprost,CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1,DDPD00905,Bimatoprost,415.5656,C25H37NO4,original
binimetinib,CN1C=NC2=C(F)C(NC3=CC=C(Br)C=C3F)=C(C=C12)C(=O)NOCCO,DDPD11967,Binimetinib,441.233,C17H15BrF2N4O3,original
bioallethrin,CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C,DDPD13746,Bioallethrin,N.A.,N.A.,original
biotin,[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2,DDPD00121,Biotin,244.311,C10H16N2O3S,original
biperiden,OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1,DDPD00810,Biperiden,311.4611,C21H29NO,original
bisacodyl,CC(=O)OC1=CC=C(C=C1)C(C1=CC=C(OC(C)=O)C=C1)C1=CC=CC=N1,DDPD09020,Bisacodyl,361.3906,C22H19NO4,original
bismuth subcitrate potassium,[K+].[K+].[K+].[K+].[K+].[Bi+3].[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O.[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O,DDPD09275,Bismuth subcitrate potassium,780.654,C12H8BiK5O14,original
bismuth subgallate,O[Bi]1OC2=CC(=CC(O)=C2O1)C(O)=O,DDPD13909,Bismuth subgallate,394.091,C7H5BiO6,original
bismuth subnitrate,[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[O--].[Bi+3].[Bi+3].[Bi+3].[Bi+3].[Bi+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,DDPD13209,Bismuth subnitrate,1461.98,Bi5H9N4O22,original
bismuth subsalicylate,O[Bi]1OC(=O)C2=CC=CC=C2O1,DDPD01294,Bismuth subsalicylate,362.0926,C7H5BiO4,original
bisoctrizole,CC(C)(C)CC(C)(C)C1=CC(CC2=C(O)C(=CC(=C2)C(C)(C)CC(C)(C)C)N2N=C3C=CC=CC3=N2)=C(O)C(=C1)N1N=C2C=CC=CC2=N1,DDPD11262,Bisoctrizole,658.891,C41H50N6O2,original
bisoprolol,CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1,DDPD00612,Bisoprolol,325.443,C18H31NO4,original
bisoxatin,OC1=CC=C(C=C1)C1(OC2=CC=CC=C2NC1=O)C1=CC=C(O)C=C1,DDPD09219,Bisoxatin,333.343,C20H15NO4,original
bisphenol a diglycidyl ether,CC(C)(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1,,,340.4,C21H24O4,PubChem
bithionol,OC1=C(SC2=C(O)C(Cl)=CC(Cl)=C2)C=C(Cl)C=C1Cl,DDPD04813,Bithionol,356.052,C12H6Cl4O2S,original
bivalirudin,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)CC1=CC=CC=C1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC(C)C)C(O)=O,DDPD00006,Bivalirudin,2180.2853,C98H138N24O33,original
bleomycin,[H][C@](C)(NC(=O)[C@@]([H])(NC(=O)C1=NC(=NC(N)=C1C)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@]([H])(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CNC=N1)[C@@H](O)[C@H](C)C(=O)N[C@]([H])(C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C)[C@@]([H])(C)O,DDPD00290,Bleomycin,1415.552,C55H84N17O21S3,original
boceprevir,[H][C@]12CN([C@H](C(=O)NC(CC3CCC3)C(=O)C(N)=O)[C@@]1([H])C2(C)C)C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C,DDPD08873,Boceprevir,519.6767,C27H45N5O5,original
boric acid,OB(O)O,DDPD11326,Boric acid,61.833,BH3O3,original
bortezomib,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,DDPD00188,Bortezomib,384.237,C19H25BN4O4,original
bortezomib d-mannitol,[H][C@@]1(OB(O[C@]1([H])[C@H](O)CO)[C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=NC=CN=C1)[C@H](O)CO,,,530.4,C25H35BN4O8,PubChem
boscalid,ClC1=CC=C(C=C1)C1=C(NC(=O)C2=C(Cl)N=CC=C2)C=CC=C1,,,343.2,C18H12Cl2N2O,PubChem
bosentan,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1,DDPD00559,Bosentan,551.614,C27H29N5O6S,original
bosutinib,COC1=CC(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C(Cl)C=C1Cl,DDPD06616,Bosutinib,530.446,C26H29Cl2N5O3,original
bretylium,CC[N+](C)(C)CC1=CC=CC=C1Br,DDPD01158,Bretylium,243.163,C11H17BrN,original
brexanolone,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)=O,DDPD11859,Brexanolone,318.4935,C21H34O2,original
brexpiprazole,O=C1NC2=CC(OCCCCN3CCN(CC3)C3=C4C=CSC4=CC=C3)=CC=C2C=C1,DDPD09128,Brexpiprazole,433.57,C25H27N3O2S,original
brigatinib,COC1=CC(=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1)N1CCC(CC1)N1CCN(C)CC1,DDPD12267,Brigatinib,584.1,C29H39ClN7O2P,original
