compound_name,NO.,IUPAC_name,SMILES,CID,logBB,BBB+/BBB-,Inchi,threshold,reference,group,comments,source,MW,AMW,SLogP,SMR,TopoPSA,TopoPSA(NO),nHBAcc,nHBDon,nRot,nAromAtom,nAromBond,nRing,nHetero,nC,nN,nO,nS,HybRatio,FCSP3,apol,bpol,LabuteASA,Lipinski,GhoseFilter
(r)-ketoprofen,6555,(2r)-2-(3-benzoylphenyl)propanoic acid,C[C@@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,180540.0,,BBB+,"InChI=1S/C16H14O3/c1-11(16(18)19)13-8-5-9-14(10-13)15(17)12-6-3-2-4-7-12/h2-11H,1H3,(H,18,19)/t11-/m1/s1",,R24|R27|R30|,C,,classification,254.094294308,7.699827100242424,3.105700000000001,72.36730000000003,54.37,54.37,2,1,4,12,12,2,3,16,0,3,0,0.125,0.125,38.46110199999999,15.780898,111.065543735431,1,1
(r)-ketorolac,5056,"(1r)-5-benzoyl-2,3-dihydro-1h-pyrrolizine-1-carboxylic acid",O=C(c1ccccc1)c1ccc2n1CC[C@H]2C(=O)O,181818.0,,BBB-,"InChI=1S/C15H13NO3/c17-14(10-4-2-1-3-5-10)13-7-6-12-11(15(18)19)8-9-16(12)13/h1-7,11H,8-9H2,(H,18,19)/t11-/m1/s1",,R9|R24|R27|,C,,classification,255.089543276,7.971548227375,2.291,69.30030000000002,59.3,59.3,3,1,3,11,11,3,4,15,1,3,0,0.2,0.2,37.22430899999998,16.487691,109.843786603908,1,1
(r)-lorazepam,7687,"(3r)-7-chloro-5-(2-chlorophenyl)-3-hydroxy-1,3-dihydro-1,4-benzodiazepin-2-one",O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=N[C@@H]1O,12049213.0,,BBB+,"InChI=1S/C15H10Cl2N2O2/c16-8-5-6-12-10(7-8)13(19-15(21)14(20)18-12)9-3-1-2-4-11(9)17/h1-7,15,21H,(H,18,20)/t15-/m1/s1",,R27|R30|,C,,classification,320.0119329200003,10.32296557806452,3.101300000000001,83.17950000000002,61.69,61.69,3,2,1,12,12,3,6,15,2,2,0,0.0666666666666666,0.0666666666666666,39.88193,13.63007,130.5849654906929,1,1
(r)-metomidate,6472,methyl 3-[(1r)-1-phenylethyl]imidazole-4-carboxylate,COC(=O)c1cncn1[C@H](C)c1ccccc1,1129903.0,,BBB+,"InChI=1S/C13H14N2O2/c1-10(11-6-4-3-5-7-11)15-9-14-8-12(15)13(16)17-2/h3-10H,1-2H3/t10-/m1/s1",,R24|R27|R30|,C,,classification,230.105527688,7.422758957677419,2.279,63.82150000000004,44.12,44.12,4,0,3,11,11,2,4,13,2,2,0,0.2307692307692307,0.2307692307692307,34.84910199999998,19.498898,99.86211300125424,1,1
(r)-nicardipine,3338,"5-o-[2-[benzyl(methyl)amino]ethyl] 3-o-methyl (4r)-2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1,6603948.0,,BBB-,"InChI=1S/C26H29N3O6/c1-17-22(25(30)34-4)24(20-11-8-12-21(15-20)29(32)33)23(18(2)27-17)26(31)35-14-13-28(3)16-19-9-6-5-7-10-19/h5-12,15,24,27H,13-14,16H2,1-4H3/t24-/m1/s1",-1.0,R13|,B,,classification,479.2056356480008,7.487588057000012,3.677800000000002,130.1241,111.01,111.01,8,1,9,12,12,3,9,26,3,6,0,0.3076923076923077,0.3076923076923077,70.868997,37.74700300000001,203.7254559446283,1,0
(r)-nilvadipine,7354,"3-o-methyl 5-o-propan-2-yl (4r)-2-cyano-6-methyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc([N+](=O)[O-])c1,10000147.0,,BBB+,"InChI=1S/C19H19N3O6/c1-10(2)28-19(24)15-11(3)21-14(9-20)17(18(23)27-4)16(15)12-6-5-7-13(8-12)22(25)26/h5-8,10,16,21H,1-4H3/t16-/m1/s1",,R27|,C,,classification,385.1273853280005,8.194199687829798,2.45788,97.55610000000006,131.56,131.56,8,1,5,6,6,2,9,19,3,6,0,0.3333333333333333,0.3157894736842105,52.51106699999998,26.57493299999999,160.936165635433,1,1
(r)-nomifensine,6412,"(4r)-2-methyl-4-phenyl-3,4-dihydro-1h-isoquinolin-8-amine",CN1Cc2c(N)cccc2[C@@H](c2ccccc2)C1,12884652.0,,BBB+,"InChI=1S/C16H18N2/c1-18-10-14(12-6-3-2-4-7-12)13-8-5-9-16(17)15(13)11-18/h2-9,14H,10-11,17H2,1H3/t14-/m1/s1",,R24|,C,,classification,238.146998576,6.615194404888888,2.846100000000002,75.47340000000004,29.26,29.26,2,1,1,12,12,3,2,16,2,0,0,0.25,0.25,40.92227399999998,19.197726,108.0421589968343,1,1
(r)-norfluoxetine,6701,(3r)-3-phenyl-3-[4-(trifluoromethyl)phenoxy]propan-1-amine,NCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,9797657.0,,BBB+,"InChI=1S/C16H16F3NO/c17-16(18,19)13-6-8-14(9-7-13)21-15(10-11-20)12-4-2-1-3-5-12/h1-9,15H,10-11,20H2/t15-/m1/s1",,R24|R27|R30|,C,,classification,295.1183987920004,7.976172940324337,4.174300000000002,74.92640000000004,35.25,35.25,2,1,5,12,12,2,5,16,1,1,0,0.25,0.25,40.96168799999998,20.556312,120.8983079184458,1,1
(r)-oxybutynin,7141,4-(diethylamino)but-2-ynyl (2r)-2-cyclohexyl-2-hydroxy-2-phenylacetate,CCN(CC)CC#CCOC(=O)[C@](O)(c1ccccc1)C1CCCCC1,6098167.0,,BBB+,"InChI=1S/C22H31NO3/c1-3-23(4-2)17-11-12-18-26-21(24)22(25,19-13-7-5-8-14-19)20-15-9-6-10-16-20/h5,7-8,13-14,20,25H,3-4,6,9-10,15-18H2,1-2H3/t22-/m0/s1",,R27|,C,,classification,357.2303938520009,6.267199892140366,3.342900000000002,103.4368000000001,49.77,49.77,4,1,7,6,6,2,4,22,1,3,0,0.65,0.5909090909090909,60.91658299999997,35.413417,157.0930059401228,1,1
(r)-pentobarbital,633,"5-ethyl-5-[(2r)-pentan-2-yl]-1,3-diazinane-2,4,6-trione",CCC[C@@H](C)C1(CC)C(=O)NC(=O)NC1=O,88983.0|88983.0|,0.12,BBB+,"InChI=1S/C11H18N2O3/c1-4-6-7(3)11(5-2)8(14)12-10(16)13-9(11)15/h7H,4-6H2,1-3H3,(H2,12,13,14,15,16)/t7-/m1/s1",,R48|,A,,classification|regression,226.131742436,6.650933601058823,1.185,58.47740000000003,75.27000000000001,75.27000000000001,3,2,4,0,0,1,5,11,2,3,0,0.7272727272727273,0.7272727272727273,34.97827399999997,21.801726,94.9671316856138,1,1
(r)-phenprocoumon,7222,4-hydroxy-3-[(1r)-1-phenylpropyl]chromen-2-one,CC[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,54681545.0,,BBB+,"InChI=1S/C18H16O3/c1-2-13(12-8-4-3-5-9-12)16-17(19)14-10-6-7-11-15(14)21-18(16)20/h3-11,13,19H,2H2,1H3/t13-/m1/s1",,R27|,C,,classification,280.1099443720004,7.570539037081093,4.040500000000003,82.72480000000003,50.44,50.44,3,1,3,16,17,3,3,18,0,3,0,0.1666666666666666,0.1666666666666666,43.13468799999998,18.655312,122.0255608767349,1,1
(r)-praziquantel,7653,"(11br)-2-(cyclohexanecarbonyl)-3,6,7,11b-tetrahydro-1h-pyrazino[2,1-a]isoquinolin-4-one",O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@@H]2C1,445900.0,,BBB+,"InChI=1S/C19H24N2O2/c22-18-13-20(19(23)15-7-2-1-3-8-15)12-17-16-9-5-4-6-14(16)10-11-21(17)18/h4-6,9,15,17H,1-3,7-8,10-13H2/t17-/m0/s1",,R27|,C,,classification,312.1837780080007,6.642208042723419,2.5349,87.75500000000005,40.62,40.62,2,0,1,6,6,4,4,19,2,2,0,0.5789473684210527,0.5789473684210527,51.53703199999998,29.232968,137.0008686865595,1,1
(r)-procyclidine,7708,(1r)-1-cyclohexyl-1-phenyl-3-pyrrolidin-1-ylpropan-1-ol,O[C@@](CCN1CCCC1)(c1ccccc1)C1CCCCC1,207838.0,,BBB+,"InChI=1S/C19H29NO/c21-19(17-9-3-1-4-10-17,18-11-5-2-6-12-18)13-16-20-14-7-8-15-20/h1,3-4,9-10,18,21H,2,5-8,11-16H2/t19-/m0/s1",,R27|,C,,classification,287.2249145480008,5.744498290960016,3.940400000000003,87.20480000000006,23.47,23.47,2,1,5,6,6,3,2,19,1,1,0,0.6842105263157895,0.6842105263157895,52.96899699999997,30.803003,128.7180557219938,1,1
(r)-profenamine,6249,"(2r)-n,n-diethyl-1-phenothiazin-10-ylpropan-2-amine",CCN(CC)[C@H](C)CN1c2ccccc2Sc2ccccc21,688098.0,,BBB+,"InChI=1S/C19H24N2S/c1-4-20(5-2)15(3)14-21-16-10-6-8-12-18(16)22-19-13-9-7-11-17(19)21/h6-13,15H,4-5,14H2,1-3H3/t15-/m1/s1",,R24|R27|R30|,C,,classification,312.1660197680006,6.786217821043492,5.019600000000005,96.39600000000009,31.78,6.48,3,0,5,12,12,3,3,19,2,0,1,0.3684210526315789,0.3684210526315789,52.83303199999997,29.956968,137.68003833858,0,1
(r)-propylhexedrine,1015,(2r)-1-cyclohexyl-n-methylpropan-2-amine,CN[C@H](C)CC1CCCCC1,111165.0|111165.0|111165.0|111165.0|111165.0|111165.0|,1.08,BBB+,"InChI=1S/C10H21N/c1-9(11-2)8-10-6-4-3-5-7-10/h9-11H,3-8H2,1-2H3/t9-/m1/s1",,R2|R2|R25|R27|R46|,A,,classification|regression,155.167399672,4.84898123975,2.564700000000001,49.71370000000003,12.03,12.03,1,1,3,0,0,1,1,10,1,0,0,1.0,1.0,31.80265299999996,21.63734699999999,70.56776108747785,1,0
(r)-rivastigmine,7132,[3-[(1r)-1-(dimethylamino)ethyl]phenyl] n-ethyl-n-methylcarbamate,CCN(C)C(=O)Oc1cccc([C@@H](C)N(C)C)c1,12133267.0,,BBB+,"InChI=1S/C14H22N2O2/c1-6-16(5)14(17)18-13-9-7-8-12(10-13)11(2)15(3)4/h7-11H,6H2,1-5H3/t11-/m1/s1",,R27|,C,,classification,250.168127944,6.2542031986,2.759700000000001,72.87200000000004,32.78,32.78,3,0,4,6,6,1,4,14,2,2,0,0.5,0.5,41.85344599999998,28.094554,109.1456747046272,1,1
(r)-temazepam,6381,"(3r)-7-chloro-3-hydroxy-1-methyl-5-phenyl-3h-1,4-benzodiazepin-2-one",CN1C(=O)[C@@H](O)N=C(c2ccccc2)c2cc(Cl)ccc21,12325868.0,,BBB+,"InChI=1S/C16H13ClN2O2/c1-19-13-8-7-11(17)9-12(13)14(18-15(20)16(19)21)10-5-3-2-4-6-10/h2-9,15,20H,1H3/t15-/m1/s1",,R24|R27|,C,,classification,300.0665553360004,8.82548692164707,2.4722,82.94980000000002,52.90000000000001,52.90000000000001,3,1,1,12,12,3,5,16,2,2,0,0.125,0.125,41.37230899999999,17.269691,126.8566128648032,1,1
(r)-thalidomide,7671,"2-[(3r)-2,6-dioxopiperidin-3-yl]isoindole-1,3-dione",O=C1CC[C@@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,75792.0,,BBB+,"InChI=1S/C13H10N2O4/c16-10-6-5-9(11(17)14-10)15-12(18)7-3-1-2-4-8(7)13(15)19/h1-4,9H,5-6H2,(H,14,16,17)/t9-/m1/s1",,R27|R30|,C,,classification,258.0640568000001,8.898760579310347,0.0877999999999999,63.11370000000002,83.55000000000001,83.55000000000001,4,1,1,6,6,3,6,13,2,4,0,0.2307692307692307,0.2307692307692307,33.78592999999999,15.78407,107.9301198672013,1,1
(r)-trimipramine,6605,"(2r)-3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-n,n,2-trimethylpropan-1-amine",C[C@H](CN(C)C)CN1c2ccccc2CCc2ccccc21,5282594.0,,BBB+,"InChI=1S/C20H26N2/c1-16(14-21(2)3)15-22-19-10-6-4-8-17(19)12-13-18-9-5-7-11-20(18)22/h4-11,16H,12-15H2,1-3H3/t16-/m1/s1",,R24|,C,,classification,294.2095988320007,6.129366642333348,4.121000000000003,95.01600000000006,6.48,6.48,2,0,4,12,12,3,2,20,2,0,0,0.4,0.4,52.93661799999997,29.50338199999999,133.9218704276114,1,1
(r)-viloxazine,6281,(2r)-2-[(2-ethoxyphenoxy)methyl]morpholine,CCOc1ccccc1OC[C@H]1CNCCO1,12226596.0,,BBB+,"InChI=1S/C13H19NO3/c1-2-15-12-5-3-4-6-13(12)17-10-11-9-14-7-8-16-11/h3-6,11,14H,2,7-10H2,1H3/t11-/m1/s1",,R24|R27|R30|,C,,classification,237.136493468,6.587124818555555,1.4525,65.71570000000004,39.72,39.72,4,1,5,6,6,2,4,13,1,3,0,0.5384615384615384,0.5384615384615384,37.88506699999998,24.838933,101.8706646388727,1,1
(s)-(+)-ibuprofen,2813,(2s)-2-[4-(2-methylpropyl)phenyl]propanoic acid,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,39912.0,,BBB+,"InChI=1S/C13H18O2/c1-9(2)8-11-4-6-12(7-5-11)10(3)13(14)15/h4-7,9-10H,8H2,1-3H3,(H,14,15)/t10-/m0/s1",-1.0,R13|R9|R24|R27|R27|,B,,classification,206.130679816,6.246384236848485,3.073200000000001,61.03480000000004,37.3,37.3,1,1,4,6,6,1,2,13,0,2,0,0.4615384615384615,0.4615384615384615,35.31627399999997,18.925726,90.94175377251302,1,1
(s)-(-)-oxprenolol,6862,(2s)-1-(propan-2-ylamino)-3-(2-prop-2-enoxyphenoxy)propan-2-ol,C=CCOc1ccccc1OC[C@@H](O)CNC(C)C,198082.0,,BBB+,"InChI=1S/C15H23NO3/c1-4-9-18-14-7-5-6-8-15(14)19-11-13(17)10-16-12(2)3/h4-8,12-13,16-17H,1,9-11H2,2-3H3/t13-/m0/s1",,R27|,C,,classification,265.1677935960003,6.313518895142863,1.9891,76.77450000000005,50.72,50.72,4,2,9,6,6,1,4,15,1,3,0,0.4666666666666667,0.4666666666666667,43.89223899999998,27.115761,114.5974655117,1,1
(s)-(-)-pindolol,2821,(2s)-1-(1h-indol-4-yloxy)-3-(propan-2-ylamino)propan-2-ol,CC(C)NC[C@H](O)COc1cccc2[nH]ccc12,688095.0,,BBB+,"InChI=1S/C14H20N2O2/c1-10(2)16-8-11(17)9-18-14-5-3-4-13-12(14)6-7-15-13/h3-7,10-11,15-17H,8-9H2,1-2H3/t11-/m0/s1",-1.0,R13|R27|,B,,classification,248.15247788,6.530328365263157,1.9056,72.93920000000004,57.28,57.28,3,3,6,9,10,2,4,14,2,2,0,0.4285714285714285,0.4285714285714285,40.51985999999998,22.94013999999999,106.969521923937,1,1
(s)-aminoglutethimide,7206,"(3s)-3-(4-aminophenyl)-3-ethylpiperidine-2,6-dione",CC[C@@]1(c2ccc(N)cc2)CCC(=O)NC1=O,1548995.0,,BBB+,"InChI=1S/C13H16N2O2/c1-2-13(8-7-11(16)15-12(13)17)9-3-5-10(14)6-4-9/h3-6H,2,7-8,14H2,1H3,(H,15,16,17)/t13-/m0/s1",,R27|,C,,classification,232.121177752,7.03397508339394,1.3532,65.20710000000003,72.19,72.19,3,2,2,6,6,2,4,13,2,2,0,0.3846153846153846,0.3846153846153846,36.18268799999998,17.787312,100.1929638474523,1,1
(s)-aminopromazine,3166,"(2s)-1-n,1-n,2-n,2-n-tetramethyl-3-phenothiazin-10-ylpropane-1,2-diamine",CN(C)C[C@@H](CN1c2ccccc2Sc2ccccc21)N(C)C,76956347.0,,BBB+,"InChI=1S/C19H25N3S/c1-20(2)13-15(21(3)4)14-22-16-9-5-7-11-18(16)23-19-12-8-6-10-17(19)22/h5-12,15H,13-14H2,1-4H3/t15-/m0/s1",-1.0,R13|R27|R30|,B,,classification,327.1769188000007,6.816185808333348,3.781100000000003,100.0420000000001,35.02,9.72,4,0,5,12,12,3,4,19,3,0,1,0.3684210526315789,0.3684210526315789,54.59982499999997,32.67017499999999,143.4398720087834,1,1
(s)-bendroflumethiazide,7644,"(3s)-3-benzyl-1,1-dioxo-6-(trifluoromethyl)-3,4-dihydro-2h-1lambda6,2,4-benzothiadiazine-7-sulfonamide",NS(=O)(=O)c1cc2c(cc1C(F)(F)F)N[C@H](Cc1ccccc1)NS2(=O)=O,6604206.0,,BBB+,"InChI=1S/C15H14F3N3O4S2/c16-15(17,18)10-7-11-13(8-12(10)26(19,22)23)27(24,25)21-14(20-11)6-9-4-2-1-3-5-9/h1-5,7-8,14,20-21H,6H2,(H2,19,22,23)/t14-/m0/s1",,R27|,C,,classification,421.0377825880004,10.26921420946342,1.6254,90.6954,135.12,118.36,5,3,3,12,12,3,12,15,3,4,2,0.2,0.2,48.36410199999998,31.265898,153.0352655730593,1,1
(s)-bethanechol,5040,[(2s)-2-carbamoyloxypropyl]-trimethylazanium,C[C@@H](C[N+](C)(C)C)OC(N)=O,6603779.0,,BBB-,"InChI=1S/C7H16N2O2/c1-6(11-7(8)10)5-9(2,3)4/h6H,5H2,1-4H3,(H-,8,10)/p+1/t6-/m0/s1",,R9|R27|R27|,C,,classification,161.12845420409,5.754587650146071,0.1764,43.0298,52.32,52.32,2,1,3,0,0,0,4,7,2,2,0,0.8571428571428571,0.8571428571428571,26.82948099999997,21.368519,67.51366689757126,1,1
(s)-bicalutamide,7478,(2s)-n-[4-cyano-3-(trifluoromethyl)phenyl]-3-(4-fluorophenyl)sulfonyl-2-hydroxy-2-methylpropanamide,C[C@@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,441405.0,,BBB+,"InChI=1S/C18H14F4N2O4S/c1-17(26,10-29(27,28)14-6-3-12(19)4-7-14)16(25)24-13-5-2-11(9-23)15(8-13)18(20,21)22/h2-8,26H,10H2,1H3,(H,24,25)/t17-/m1/s1",,R27|,C,,classification,430.0610408080004,10.00141955367443,2.879580000000001,93.86530000000003,115.64,107.26,5,2,5,12,12,2,11,18,2,4,1,0.2352941176470588,0.2222222222222222,49.931102,27.160898,162.8638877227488,1,1
(s)-celiprolol,3068,"3-[3-acetyl-4-[(2s)-3-(tert-butylamino)-2-hydroxypropoxy]phenyl]-1,1-diethylurea",CCN(CC)C(=O)Nc1ccc(OC[C@@H](O)CNC(C)(C)C)c(C(C)=O)c1,11406333.0,,BBB-,"InChI=1S/C20H33N3O4/c1-7-23(8-2)19(26)22-15-9-10-18(17(11-15)14(3)24)27-13-16(25)12-21-20(4,5)6/h9-11,16,21,25H,7-8,12-13H2,1-6H3,(H,22,26)/t16-/m0/s1",-1.0,R13|R24|,B,,classification,379.2471065360009,6.320785108933348,2.890700000000001,107.6437000000001,90.9,90.9,5,3,9,6,6,1,7,20,3,4,0,0.6,0.6,61.91216899999996,39.42783100000002,161.6309739402594,1,1
(s)-cetirizine,3733,2-[2-[4-[(s)-(4-chlorophenyl)-phenylmethyl]piperazin-1-yl]ethoxy]acetic acid,O=C(O)COCCN1CCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1,150716.0,,BBB-,"InChI=1S/C21H25ClN2O3/c22-19-8-6-18(7-9-19)21(17-4-2-1-3-5-17)24-12-10-23(11-13-24)14-15-27-16-20(25)26/h1-9,21H,10-16H2,(H,25,26)/t21-/m0/s1",-1.0,R13|R27|R30|,B,,classification,388.1553703400007,7.464526352692322,3.148200000000002,106.2048,53.01000000000001,53.01000000000001,4,1,8,12,12,3,6,21,2,3,0,0.3809523809523809,0.3809523809523809,58.52582499999998,31.614175,164.6593798506363,1,1
(s)-chlormezanone,3204,"(2s)-2-(4-chlorophenyl)-3-methyl-1,1-dioxo-1,3-thiazinan-4-one",CN1C(=O)CCS(=O)(=O)[C@H]1c1ccc(Cl)cc1,6603760.0,,BBB+,"InChI=1S/C11H12ClNO3S/c1-13-10(14)6-7-17(15,16)11(13)8-2-4-9(12)5-3-8/h2-5,11H,6-7H2,1H3/t11-/m0/s1",-1.0,R13|R24|R27|R30|,B,,classification,273.0226419240004,9.41457385944829,1.6155,65.36680000000003,62.83000000000001,54.45,3,0,1,6,6,2,6,11,1,3,1,0.3636363636363636,0.3636363636363636,34.95751599999998,21.782484,105.1003029168662,1,1
(s)-chlorphenesin,7703,"(2s)-3-(4-chlorophenoxy)propane-1,2-diol",OC[C@H](O)COc1ccc(Cl)cc1,6927747.0,,BBB+,"InChI=1S/C9H11ClO3/c10-7-1-3-9(4-2-7)13-6-8(12)5-11/h1-4,8,11-12H,5-6H2/t8-/m0/s1",,R27|,C,,classification,202.039671892,8.418319662166667,1.072,50.03960000000003,49.69,49.69,3,2,4,6,6,1,4,9,0,3,0,0.3333333333333333,0.3333333333333333,26.95072299999999,13.281277,81.53150842346736,1,1
(s)-desflurane,3656,"(2s)-2-(difluoromethoxy)-1,1,1,2-tetrafluoroethane",FC(F)O[C@@H](F)C(F)(F)F,7098670.0,,BBB+,"InChI=1S/C3H2F6O/c4-1(3(7,8)9)10-2(5)6/h1-2H/t1-/m1/s1",-1.0,R13|R24|,B,,classification,168.000984004,14.00008200033333,2.0835,18.04,9.23,9.23,1,0,2,0,0,0,7,3,0,1,0,1.0,1.0,10.487586,10.420414,51.57589290368706,1,0
(s)-donepezil,3412,"(2s)-2-[(1-benzylpiperidin-4-yl)methyl]-5,6-dimethoxy-2,3-dihydroinden-1-one",COc1cc2c(cc1OC)C(=O)[C@@H](CC1CCN(Cc3ccccc3)CC1)C2,969462.0,,BBB+,"InChI=1S/C24H29NO3/c1-27-22-14-19-13-20(24(26)21(19)15-23(22)28-2)12-17-8-10-25(11-9-17)16-18-6-4-3-5-7-18/h3-7,14-15,17,20H,8-13,16H2,1-2H3/t20-/m0/s1",-1.0,R13|,B,,classification,379.2147437880008,6.652890241894752,4.361100000000004,110.1305,38.77,38.77,4,0,6,12,12,4,4,24,1,3,0,0.4583333333333333,0.4583333333333333,62.92299699999998,35.14300300000001,167.0045866205227,1,1
(s)-doxapram,3085,"(4s)-1-ethyl-4-(2-morpholin-4-ylethyl)-3,3-diphenylpyrrolidin-2-one",CCN1C[C@@H](CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,28248394.0,,BBB+,"InChI=1S/C24H30N2O2/c1-2-26-19-22(13-14-25-15-17-28-18-16-25)24(23(26)27,20-9-5-3-6-10-20)21-11-7-4-8-12-21/h3-12,22H,2,13-19H2,1H3/t22-/m1/s1",-1.0,R13|R24|R27|R30|,B,,classification,378.2307282000008,6.521219451724152,3.173300000000001,111.2840000000001,32.78,32.78,3,0,6,12,12,4,4,24,2,2,0,0.4583333333333333,0.4583333333333333,63.88778999999997,36.12021000000001,167.6508750612192,1,1
(s)-econazole,3641,"1-[(2s)-2-[(4-chlorophenyl)methoxy]-2-(2,4-dichlorophenyl)ethyl]imidazole",Clc1ccc(CO[C@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,12773795.0,,BBB-,"InChI=1S/C18H15Cl3N2O/c19-14-3-1-13(2-4-14)11-24-18(10-23-8-7-22-12-23)16-6-5-15(20)9-17(16)21/h1-9,12,18H,10-11H2/t18-/m1/s1",-1.0,R13|,B,,classification,380.0249961400004,9.74423067025642,5.801400000000003,97.67100000000002,27.05,27.05,3,0,6,17,17,3,6,18,2,1,0,0.1666666666666666,0.1666666666666666,49.603895,21.164105,155.3025416735229,0,0
(s)-enflurane,3654,"(2s)-2-chloro-1-(difluoromethoxy)-1,1,2-trifluoroethane",FC(F)OC(F)(F)[C@@H](F)Cl,7059516.0,,BBB+,"InChI=1S/C3H2ClF5O/c4-1(5)3(8,9)10-2(6)7/h1-2H/t1-/m1/s1",-1.0,R13|R9|R24|R27|R30|,B,,classification,183.971433464,15.33095278866667,2.3528,22.785,9.23,9.23,1,0,3,0,0,0,7,3,0,1,0,1.0,1.0,12.110586,9.817413999999998,57.71362372764249,1,0
(s)-ethotoin,3078,"(5s)-3-ethyl-5-phenylimidazolidine-2,4-dione",CCN1C(=O)N[C@@H](c2ccccc2)C1=O,6604216.0,,BBB+,"InChI=1S/C11H12N2O2/c1-2-13-10(14)9(12-11(13)15)8-6-4-3-5-7-8/h3-7,9H,2H2,1H3,(H,12,15)/t9-/m0/s1",-1.0,R13|R24|,B,,classification,204.089877624,7.558884356444445,1.2994,55.10170000000002,49.41,49.41,2,1,2,6,6,2,4,11,2,2,0,0.2727272727272727,0.2727272727272727,30.17551599999998,16.054484,87.88302259184974,1,1
(s)-fenoprofen,7512,(2s)-2-(3-phenoxyphenyl)propanoic acid,C[C@H](C(=O)O)c1cccc(Oc2ccccc2)c1,6604558.0,,BBB+,"InChI=1S/C15H14O3/c1-11(15(16)17)12-6-5-9-14(10-12)18-13-7-3-2-4-8-13/h2-11H,1H3,(H,16,17)/t11-/m0/s1",,R27|,C,,classification,242.094294308,7.565446697125,3.667000000000002,69.00880000000004,46.53,46.53,2,1,4,12,12,2,3,15,0,3,0,0.1333333333333333,0.1333333333333333,36.79110199999999,16.648898,105.6526247504975,1,1
(s)-fexofenadine,2766,2-[4-[(1s)-1-hydroxy-4-[4-[hydroxy(diphenyl)methyl]piperidin-1-yl]butyl]phenyl]-2-methylpropanoic acid,CC(C)(C(=O)O)c1ccc([C@@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,6603853.0,,BBB-,"InChI=1S/C32H39NO4/c1-31(2,30(35)36)25-17-15-24(16-18-25)29(34)14-9-21-33-22-19-28(20-23-33)32(37,26-10-5-3-6-11-26)27-12-7-4-8-13-27/h3-8,10-13,15-18,28-29,34,37H,9,14,19-23H2,1-2H3,(H,35,36)/t29-/m0/s1",-1.0,R13|R24|,B,,classification,501.287908728001,6.595893535894751,5.510500000000006,146.3443999999998,81.0,81.0,4,3,10,18,18,4,5,32,1,4,0,0.40625,0.40625,83.75292699999999,41.70307300000002,219.9530070064834,0,0
(s)-gatifloxacin,7404,1-cyclopropyl-6-fluoro-8-methoxy-7-[(3s)-3-methylpiperazin-1-yl]-4-oxoquinoline-3-carboxylic acid,COc1c(N2CCN[C@@H](C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,1150508.0,,BBB+,"InChI=1S/C19H22FN3O4/c1-10-8-22(6-5-21-10)16-14(20)7-12-15(18(16)27-2)23(11-3-4-11)9-13(17(12)24)19(25)26/h7,9-11,21H,3-6,8H2,1-2H3,(H,25,26)/t10-/m0/s1",,R27|,C,,classification,375.1594344040006,7.656314987836747,1.9804,99.62600000000003,83.80000000000001,83.80000000000001,6,2,4,10,11,4,8,19,3,4,0,0.4736842105263157,0.4736842105263157,53.46444599999997,30.645554,154.8865003942097,1,1
(s)-glutethimide,6307,"(3s)-3-ethyl-3-phenylpiperidine-2,6-dione",CC[C@@]1(c2ccccc2)CCC(=O)NC1=O,10176773.0,,BBB+,"InChI=1S/C13H15NO2/c1-2-13(10-6-4-3-5-7-10)9-8-11(15)14-12(13)16/h3-7H,2,8-9H2,1H3,(H,14,15,16)/t13-/m0/s1",,R24|,C,,classification,217.11027872,7.003557378064516,1.771,60.79470000000003,46.17,46.17,2,1,2,6,6,2,3,13,1,2,0,0.3846153846153846,0.3846153846153846,34.41589499999998,17.354105,94.85307315043958,1,1
